order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date
e481f51cbdc54678b7cc49136f2d6af7,7c396fd4830fd04220f754e42b4e5bff,delivered,10/2/2017 10:56,10/2/2017 11:07,10/10/2017 21:25,10/18/2017 0:00
53cdb2fc8bc7dce0b6741e2150273451,af07308b275d755c9edb36a90c618231,delivered,7/24/2018 20:41,7/26/2018 3:24,8/7/2018 15:27,8/13/2018 0:00
47770eb9100c2d0c44946d9cf07ec65d,3a653a41f6f9fc3d2a113cf8398680e8,delivered,8/8/2018 8:38,8/8/2018 8:55,8/17/2018 18:06,9/4/2018 0:00
949d5b44dbf5de918fe9c16f97b45f8a,7c142cf63193a1473d2e66489a9ae977,delivered,11/18/2017 19:28,11/18/2017 19:45,12/2/2017 0:28,12/15/2017 0:00
ad21c59c0840e6cb83a9ceb5573f8159,72632f0f9dd73dfee390c9b22eb56dd6,delivered,2/13/2018 21:18,2/13/2018 22:20,2/16/2018 18:17,2/26/2018 0:00
a4591c265e18cb1dcee52889e2d8acc3,80bb27c7c16e8f973207a5086ab329e2,delivered,7/9/2017 21:57,7/9/2017 22:10,7/26/2017 10:57,8/1/2017 0:00
136cce7faa42fdb2cefd53fdc79a6098,36edbb3fb164b1f16485364b6fb04c73,invoiced,4/11/2017 12:22,4/13/2017 13:25,,5/9/2017 0:00
6514b8ad8028c9f2cc2374ded245783f,932afa1e708222e5821dac9cd5db4cae,delivered,5/16/2017 13:10,5/16/2017 13:22,5/26/2017 12:55,6/7/2017 0:00
76c6e866289321a7c93b82b54852dc33,39382392765b6dc74812866ee5ee92a7,delivered,1/23/2017 18:29,1/25/2017 2:50,2/2/2017 14:08,3/6/2017 0:00
e69bfb5eb88e0ed6a785585b27e16dbf,299905e3934e9e181bfb2e164dd4b4f8,delivered,7/29/2017 11:55,7/29/2017 12:05,8/16/2017 17:14,8/23/2017 0:00
e6ce16cb79ec1d90b1da9085a6118aeb,f2a85dec752b8517b5e58a06ff3cd937,delivered,5/16/2017 19:41,5/16/2017 19:50,5/29/2017 11:18,6/7/2017 0:00
34513ce0c4fab462a55830c0989c7edb,782987b81c92239d922aa49d6bd4200b,delivered,7/13/2017 19:58,7/13/2017 20:10,7/19/2017 14:04,8/8/2017 0:00
82566a660a982b15fb86e904c8d32918,e97109680b052ee858d93a539597bba7,delivered,6/7/2018 10:06,6/9/2018 3:13,6/19/2018 12:05,7/18/2018 0:00
5ff96c15d0b717ac6ad1f3d77225a350,e2dfa3127fedbbca9707b36304996dab,delivered,7/25/2018 17:44,7/25/2018 17:55,7/30/2018 15:52,8/8/2018 0:00
432aaf21d85167c2c86ec9448c4e42cc,04cf8185c71090d28baa4407b2e6d600,delivered,3/1/2018 14:14,3/1/2018 15:10,3/12/2018 23:36,3/21/2018 0:00
dcb36b511fcac050b97cd5c05de84dc3,ccafc1c3f270410521c3c6f3b249870f,delivered,6/7/2018 19:03,6/12/2018 23:31,6/21/2018 15:34,7/4/2018 0:00
403b97836b0c04a622354cf531062e5f,6e26bbeaa107ec34112c64e1ee31c0f5,delivered,1/2/2018 19:00,1/2/2018 19:09,1/20/2018 1:38,2/6/2018 0:00
116f0b09343b49556bbad5f35bee0cdf,6087cfc70fd833cf2db637a5e6e9d76b,delivered,12/26/2017 23:41,12/26/2017 23:50,1/8/2018 22:36,1/29/2018 0:00
85ce859fd6dc634de8d2f1e290444043,d0ff1a7468fcc46b8fc658ab35d2a12c,delivered,11/21/2017 0:03,11/21/2017 0:14,11/27/2017 18:28,12/11/2017 0:00
83018ec114eee8641c97e08f7b4e926f,634f09f6075fe9032e6c19609ffe995a,delivered,10/26/2017 15:54,10/26/2017 16:08,11/8/2017 22:22,11/23/2017 0:00
203096f03d82e0dffbc41ebc2e2bcfb7,d699688533772c15a061e8ce81cb56df,delivered,9/18/2017 14:31,9/19/2017 4:04,10/9/2017 22:23,9/28/2017 0:00
f848643eec1d69395095eb3840d2051e,68954feaafe4dd638f3bd3e2afa174ec,delivered,3/15/2018 8:52,3/15/2018 9:09,3/19/2018 18:08,3/29/2018 0:00
2807d0e504d6d4894d41672727bc139f,b8df986511d928829c3192c2ed081eba,delivered,2/3/2018 20:37,2/3/2018 20:50,2/8/2018 16:13,2/21/2018 0:00
95266dbfb7e20354baba07964dac78d5,451e48381edab7f1f6dbfa6d728616ff,delivered,1/8/2018 7:55,1/8/2018 8:07,1/26/2018 17:32,2/21/2018 0:00
f3e7c359154d965827355f39d6b1fdac,9c9242ad7f1b52d926ea76778e1c0c57,delivered,8/9/2018 11:44,8/10/2018 3:24,8/13/2018 18:24,8/17/2018 0:00
fbf9ac61453ac646ce8ad9783d7d0af6,a25d5f94840d3c6a1a49f271ed83f4ec,delivered,2/20/2018 23:46,2/22/2018 2:30,3/21/2018 22:03,3/12/2018 0:00
acce194856392f074dbf9dada14d8d82,576ea0cab426cd8a00fad9a9c90a4494,delivered,6/4/2018 0:00,6/5/2018 0:35,6/16/2018 15:20,7/18/2018 0:00
dd78f560c270f1909639c11b925620ea,f4a7ef6bd931f83d75d83b71c94e90df,delivered,3/12/2018 1:50,3/12/2018 3:28,3/21/2018 14:41,3/28/2018 0:00
91b2a010e1e45e6ba3d133fa997597be,bd13608b9c6033892ce62269b50a0afc,delivered,5/2/2018 11:45,5/3/2018 12:55,5/16/2018 20:56,5/23/2018 0:00
ecab90c9933c58908d3d6add7c6f5ae3,1428917cd397d4f9ac0fde76dd6f2266,delivered,2/25/2018 13:50,2/25/2018 14:47,3/27/2018 23:29,4/13/2018 0:00
f70a0aff17df5a6cdd9a7196128bd354,1974875b4a1d2e2ee6d586e3ba4d7602,delivered,8/10/2017 11:58,8/12/2017 2:45,8/18/2017 14:28,8/23/2017 0:00
1790eea0b567cf50911c057cf20f90f9,a6fefcd9f434474cf6fcd8ed1102fd63,delivered,4/16/2018 21:15,4/16/2018 22:10,5/5/2018 12:28,5/15/2018 0:00
989225ba6d0ebd5873335f7e01de2ae7,37363700139c1aef873bbcd916e57dfd,delivered,12/12/2017 13:56,12/14/2017 13:54,1/3/2018 18:03,1/8/2018 0:00
d887b52c6516beb39e8cd44a5f8b60f7,a2649503b92028291f011a976619b322,delivered,2/3/2018 12:38,2/3/2018 12:50,2/22/2018 0:07,3/7/2018 0:00
b276e4f8c0fb86bd82fce576f21713e0,6cbe8a392b76916e84c2faf69d0d0da0,delivered,7/29/2018 23:34,7/29/2018 23:45,7/31/2018 22:48,8/6/2018 0:00
8563039e855156e48fccee4d611a3196,92fd8aa5948e20c43a014c44c025c5e1,delivered,2/17/2018 15:59,2/17/2018 16:15,3/20/2018 0:59,3/20/2018 0:00
60550084e6b4c0cb89a87df1f3e5ebd9,661a5e18a28b34880ccc60112f2b8e8e,delivered,2/21/2018 18:15,2/23/2018 2:10,3/13/2018 23:58,3/29/2018 0:00
5acce57f8d9dfd55fa48e212a641a69d,f1f4f45c8602d0db1329eed1c8e935d4,delivered,7/31/2017 21:37,8/2/2017 2:56,8/8/2017 21:24,8/22/2017 0:00
434d158e96bdd6972ad6e6d73ddcfd22,5f7d7732b351ce851a158528581af05f,delivered,6/1/2018 12:23,6/5/2018 3:35,6/18/2018 21:32,7/17/2018 0:00
7206b86ea789983f7a273ea7fa0bc2a8,1b542f810484d8c042aed33a7c61a218,delivered,3/26/2018 17:12,3/26/2018 17:28,4/5/2018 22:11,4/12/2018 0:00
1e7aff52cdbb2451ace09d0f848c3699,c796780c7daeab9e94cc052b1f103b21,delivered,5/19/2017 18:53,5/19/2017 19:05,5/31/2017 13:58,6/12/2017 0:00
